,Manufacturer,Family,Model,Core,Frequency,Cache,CPU Rev.,Power
0,ASROCK,Athlon X4,AD550XJAH44HM,Kabini,2200MHz,2MBx2,A1,25W
1,ASROCK,Athlon X4,AD530XJAH44HM,Kabini,2000MHz,2MBx2,A1,25W
2,ASROCK,Athlon,AD5370JAH44HM,Kabini,2200MHz,2MBx2,A1,25W
3,ASROCK,Athlon,AD5350JAH44HM,Kabini,2050MHz,2MBx2,A1,25W
4,ASROCK,Athlon,AD5150JAH44HM,Kabini,1600MHz,2MBx2,A1,25W
5,ASROCK,Sempron,SD2650JAH23HM,Kabini,1450MHz,1MB,A1,25W
6,ASROCK,Sempron,SD3850JAH44HM,Kabini,1300MHz,2MBx2,A1,25W
